class,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21,x_22,y_22,z_22,x_23,y_23,z_23,x_24,y_24,z_24,x_25,y_25,z_25,x_26,y_26,z_26,x_27,y_27,z_27,x_28,y_28,z_28,x_29,y_29,z_29,x_30,y_30,z_30,x_31,y_31,z_31,x_32,y_32,z_32
1. left_temple_block_correct,0.19418898224830627,-0.6534726023674011,-0.07495644688606262,0.1667039692401886,-0.6823768019676208,-0.06040376052260399,0.16700875759124756,-0.6826152801513672,-0.05963444709777832,0.16668185591697693,-0.6833194494247437,-0.05954524129629135,0.1578984260559082,-0.6768521666526794,-0.08770641684532166,0.15865972638130188,-0.6776930689811707,-0.08832505345344543,0.15859685838222504,-0.6788872480392456,-0.08782881498336792,0.09211302548646927,-0.6435999274253845,0.02791639417409897,0.055546872317790985,-0.6275694966316223,-0.11408158391714096,0.1743668168783188,-0.6201276183128357,-0.0426289364695549,0.16287586092948914,-0.6153059005737305,-0.08169804513454437,0.11925655603408813,-0.4675390422344208,0.12607792019844055,0.05546918138861656,-0.46918267011642456,-0.19728176295757294,0.2903549075126648,-0.4259474277496338,0.15086980164051056,0.24198144674301147,-0.43239060044288635,-0.29004964232444763,0.5306915640830994,-0.40696343779563904,0.08566457033157349,0.45804134011268616,-0.4573654532432556,-0.30054616928100586,0.5800352096557617,-0.41088196635246277,0.08024991303682327,0.5142759084701538,-0.4593210518360138,-0.32861486077308655,0.5877264142036438,-0.41021960973739624,0.058406226336956024,0.5095902681350708,-0.4767288863658905,-0.3207549750804901,0.5433706641197205,-0.40100908279418945,0.07331086695194244,0.4704322814941406,-0.4618915319442749,-0.2977776825428009,0.0169355571269989,0.005562109872698784,0.11394957453012466,-0.017274152487516403,-0.005652172025293112,-0.11268895864486694,-0.055697500705718994,0.35479989647865295,0.2486777901649475,0.2096121460199356,0.28894180059432983,-0.21516501903533936,-0.22657400369644165,0.6267147660255432,0.3636716604232788,0.26975512504577637,0.6932176351547241,-0.2882285416126251,-0.23367053270339966,0.6663644313812256,0.3680296838283539,0.2794093191623688,0.7428362369537354,-0.30111703276634216,-0.177949458360672,0.7272725701332092,0.3540181517601013,0.3794032335281372,0.7658851146697998,-0.3888920545578003
1. left_temple_block_correct,0.19418898224830627,-0.6534726023674011,-0.07495644688606262,0.1667039692401886,-0.6823768019676208,-0.06040376052260399,0.16700875759124756,-0.6826152801513672,-0.05963444709777832,0.16668185591697693,-0.6833194494247437,-0.05954524129629135,0.1578984260559082,-0.6768521666526794,-0.08770641684532166,0.15865972638130188,-0.6776930689811707,-0.08832505345344543,0.15859685838222504,-0.6788872480392456,-0.08782881498336792,0.09211302548646927,-0.6435999274253845,0.02791639417409897,0.055546872317790985,-0.6275694966316223,-0.11408158391714096,0.1743668168783188,-0.6201276183128357,-0.0426289364695549,0.16287586092948914,-0.6153059005737305,-0.08169804513454437,0.11925655603408813,-0.4675390422344208,0.12607792019844055,0.05546918138861656,-0.46918267011642456,-0.19728176295757294,0.2903549075126648,-0.4259474277496338,0.15086980164051056,0.24198144674301147,-0.43239060044288635,-0.29004964232444763,0.5306915640830994,-0.40696343779563904,0.08566457033157349,0.45804134011268616,-0.4573654532432556,-0.30054616928100586,0.5800352096557617,-0.41088196635246277,0.08024991303682327,0.5142759084701538,-0.4593210518360138,-0.32861486077308655,0.5877264142036438,-0.41021960973739624,0.058406226336956024,0.5095902681350708,-0.4767288863658905,-0.3207549750804901,0.5433706641197205,-0.40100908279418945,0.07331086695194244,0.4704322814941406,-0.4618915319442749,-0.2977776825428009,0.0169355571269989,0.005562109872698784,0.11394957453012466,-0.017274152487516403,-0.005652172025293112,-0.11268895864486694,-0.055697500705718994,0.35479989647865295,0.2486777901649475,0.2096121460199356,0.28894180059432983,-0.21516501903533936,-0.22657400369644165,0.6267147660255432,0.3636716604232788,0.26975512504577637,0.6932176351547241,-0.2882285416126251,-0.23367053270339966,0.6663644313812256,0.3680296838283539,0.2794093191623688,0.7428362369537354,-0.30111703276634216,-0.177949458360672,0.7272725701332092,0.3540181517601013,0.3794032335281372,0.7658851146697998,-0.3888920545578003
1. left_temple_block_correct,-0.16250860691070557,-0.6454663872718811,-0.04300600662827492,-0.14625966548919678,-0.6824490427970886,-0.06196924299001694,-0.1458587348461151,-0.6828356981277466,-0.06105616316199303,-0.14614130556583405,-0.6829948425292969,-0.06081857159733772,-0.1488216668367386,-0.6842848658561707,-0.02904924564063549,-0.1484450101852417,-0.6851988434791565,-0.029631035402417183,-0.14866548776626587,-0.6864594221115112,-0.029017796739935875,-0.03996758162975311,-0.6583170294761658,-0.09737518429756165,-0.05807432159781456,-0.6767579913139343,0.033216726034879684,-0.12034671753644943,-0.6146140694618225,-0.05566820129752159,-0.12565848231315613,-0.6180088520050049,-0.01635078340768814,0.010195568203926086,-0.48747262358665466,-0.18290294706821442,-0.08521576970815659,-0.508385181427002,0.12889844179153442,-0.2086934596300125,-0.43573153018951416,-0.2283625304698944,-0.3632207214832306,-0.4847663640975952,0.17317454516887665,-0.358681857585907,-0.5105283260345459,-0.16830776631832123,-0.594788670539856,-0.5242384672164917,0.08190155774354935,-0.3924848735332489,-0.5057826042175293,-0.18842048943042755,-0.6432738900184631,-0.5305445194244385,0.07224166393280029,-0.3930222690105438,-0.5279229283332825,-0.196053609251976,-0.6313657760620117,-0.5503695607185364,0.05395568534731865,-0.36428606510162354,-0.518002450466156,-0.16641509532928467,-0.5950934886932373,-0.5275205969810486,0.06603287905454636,0.060133159160614014,0.008104706183075905,-0.0954367071390152,-0.06034551188349724,-0.008510849438607693,0.09635179489850998,0.06389494985342026,0.4136411249637604,-0.1294817477464676,-0.253145307302475,0.27749568223953247,0.1714320182800293,0.26930591464042664,0.7496765851974487,-0.14632518589496613,-0.2707456052303314,0.6414356231689453,0.27337324619293213,0.28838637471199036,0.794063925743103,-0.1549055427312851,-0.2821163237094879,0.6878148317337036,0.27724820375442505,0.19875209033489227,0.8620081543922424,-0.25492191314697266,-0.3973034620285034,0.728435218334198,0.24416552484035492
1. left_temple_block_correct,-0.16250860691070557,-0.6454663872718811,-0.04300600662827492,-0.14625966548919678,-0.6824490427970886,-0.06196924299001694,-0.1458587348461151,-0.6828356981277466,-0.06105616316199303,-0.14614130556583405,-0.6829948425292969,-0.06081857159733772,-0.1488216668367386,-0.6842848658561707,-0.02904924564063549,-0.1484450101852417,-0.6851988434791565,-0.029631035402417183,-0.14866548776626587,-0.6864594221115112,-0.029017796739935875,-0.03996758162975311,-0.6583170294761658,-0.09737518429756165,-0.05807432159781456,-0.6767579913139343,0.033216726034879684,-0.12034671753644943,-0.6146140694618225,-0.05566820129752159,-0.12565848231315613,-0.6180088520050049,-0.01635078340768814,0.010195568203926086,-0.48747262358665466,-0.18290294706821442,-0.08521576970815659,-0.508385181427002,0.12889844179153442,-0.2086934596300125,-0.43573153018951416,-0.2283625304698944,-0.3632207214832306,-0.4847663640975952,0.17317454516887665,-0.358681857585907,-0.5105283260345459,-0.16830776631832123,-0.594788670539856,-0.5242384672164917,0.08190155774354935,-0.3924848735332489,-0.5057826042175293,-0.18842048943042755,-0.6432738900184631,-0.5305445194244385,0.07224166393280029,-0.3930222690105438,-0.5279229283332825,-0.196053609251976,-0.6313657760620117,-0.5503695607185364,0.05395568534731865,-0.36428606510162354,-0.518002450466156,-0.16641509532928467,-0.5950934886932373,-0.5275205969810486,0.06603287905454636,0.060133159160614014,0.008104706183075905,-0.0954367071390152,-0.06034551188349724,-0.008510849438607693,0.09635179489850998,0.06389494985342026,0.4136411249637604,-0.1294817477464676,-0.253145307302475,0.27749568223953247,0.1714320182800293,0.26930591464042664,0.7496765851974487,-0.14632518589496613,-0.2707456052303314,0.6414356231689453,0.27337324619293213,0.28838637471199036,0.794063925743103,-0.1549055427312851,-0.2821163237094879,0.6878148317337036,0.27724820375442505,0.19875209033489227,0.8620081543922424,-0.25492191314697266,-0.3973034620285034,0.728435218334198,0.24416552484035492
1. left_temple_block_correct,0.024870704859495163,-0.6104695796966553,-0.1806720495223999,0.03319185599684715,-0.6488858461380005,-0.16981695592403412,0.03376182168722153,-0.649418294429779,-0.16922220587730408,0.03343580290675163,-0.6498517990112305,-0.1691947877407074,0.0017312858253717422,-0.6462282538414001,-0.1646677851676941,0.002252347767353058,-0.6468948125839233,-0.16548916697502136,0.0020409319549798965,-0.6481801271438599,-0.16441743075847626,0.09062781184911728,-0.6498281359672546,-0.06759867072105408,-0.05188651382923126,-0.6456719040870667,-0.06140495836734772,0.051370106637477875,-0.5916911959648132,-0.14184212684631348,0.00883483700454235,-0.5891562700271606,-0.13878615200519562,0.18977801501750946,-0.48224392533302307,-0.04084412753582001,-0.1083965077996254,-0.5005941390991211,-0.01677059940993786,0.18141095340251923,-0.3159121870994568,-0.20063482224941254,-0.08378085494041443,-0.3624098598957062,-0.09794670343399048,0.012610876001417637,-0.39651599526405334,-0.34855276346206665,-0.11262889206409454,-0.405733197927475,-0.25254955887794495,-0.0375586673617363,-0.39263930916786194,-0.3806517720222473,-0.10975270718336105,-0.39484551548957825,-0.28574568033218384,-0.057228922843933105,-0.4289858639240265,-0.3769943416118622,-0.10946862399578094,-0.40921077132225037,-0.290244460105896,-0.011104503646492958,-0.40944424271583557,-0.3466196656227112,-0.10697949677705765,-0.40560224652290344,-0.2588871717453003,0.11628162860870361,0.0027864526491612196,0.0005548249464482069,-0.11605289578437805,-0.0032132251653820276,0.0007345749181695282,0.14201854169368744,0.4147825539112091,0.0677219033241272,-0.214874267578125,0.3575425148010254,-0.04511429741978645,0.21041983366012573,0.6789170503616333,0.26751986145973206,-0.3183521628379822,0.7277858257293701,-0.024389680474996567,0.2259901612997055,0.7200204133987427,0.2795896530151367,-0.33159223198890686,0.7764882445335388,-0.031169328838586807,0.2742616534233093,0.8048668503761292,0.19623085856437683,-0.419206827878952,0.8401552438735962,-0.15209290385246277
1. left_temple_block_correct,0.024870704859495163,-0.6104695796966553,-0.1806720495223999,0.03319185599684715,-0.6488858461380005,-0.16981695592403412,0.03376182168722153,-0.649418294429779,-0.16922220587730408,0.03343580290675163,-0.6498517990112305,-0.1691947877407074,0.0017312858253717422,-0.6462282538414001,-0.1646677851676941,0.002252347767353058,-0.6468948125839233,-0.16548916697502136,0.0020409319549798965,-0.6481801271438599,-0.16441743075847626,0.09062781184911728,-0.6498281359672546,-0.06759867072105408,-0.05188651382923126,-0.6456719040870667,-0.06140495836734772,0.051370106637477875,-0.5916911959648132,-0.14184212684631348,0.00883483700454235,-0.5891562700271606,-0.13878615200519562,0.18977801501750946,-0.48224392533302307,-0.04084412753582001,-0.1083965077996254,-0.5005941390991211,-0.01677059940993786,0.18141095340251923,-0.3159121870994568,-0.20063482224941254,-0.08378085494041443,-0.3624098598957062,-0.09794670343399048,0.012610876001417637,-0.39651599526405334,-0.34855276346206665,-0.11262889206409454,-0.405733197927475,-0.25254955887794495,-0.0375586673617363,-0.39263930916786194,-0.3806517720222473,-0.10975270718336105,-0.39484551548957825,-0.28574568033218384,-0.057228922843933105,-0.4289858639240265,-0.3769943416118622,-0.10946862399578094,-0.40921077132225037,-0.290244460105896,-0.011104503646492958,-0.40944424271583557,-0.3466196656227112,-0.10697949677705765,-0.40560224652290344,-0.2588871717453003,0.11628162860870361,0.0027864526491612196,0.0005548249464482069,-0.11605289578437805,-0.0032132251653820276,0.0007345749181695282,0.14201854169368744,0.4147825539112091,0.0677219033241272,-0.214874267578125,0.3575425148010254,-0.04511429741978645,0.21041983366012573,0.6789170503616333,0.26751986145973206,-0.3183521628379822,0.7277858257293701,-0.024389680474996567,0.2259901612997055,0.7200204133987427,0.2795896530151367,-0.33159223198890686,0.7764882445335388,-0.031169328838586807,0.2742616534233093,0.8048668503761292,0.19623085856437683,-0.419206827878952,0.8401552438735962,-0.15209290385246277
1. left_temple_block_correct,-0.00213557668030262,-0.6416481137275696,-0.1996838003396988,0.003816036507487297,-0.6808403134346008,-0.18469539284706116,0.004125598818063736,-0.6811890006065369,-0.18381494283676147,0.003881881944835186,-0.681733250617981,-0.1841353178024292,-0.029836751520633698,-0.6746834516525269,-0.1835939586162567,-0.029426906257867813,-0.6754903197288513,-0.18454521894454956,-0.02978142723441124,-0.6766518950462341,-0.18391114473342896,0.049980901181697845,-0.6852699518203735,-0.071117103099823,-0.10405708104372025,-0.661679208278656,-0.08542351424694061,0.02017970383167267,-0.6239336729049683,-0.15876582264900208,-0.02541676163673401,-0.6158995628356934,-0.16220788657665253,0.14301703870296478,-0.5123159289360046,-0.029012346640229225,-0.14594346284866333,-0.5183634161949158,-0.07169365137815475,0.17858941853046417,-0.3913554549217224,-0.20156894624233246,-0.10082854330539703,-0.4907640516757965,-0.10592162609100342,0.026269538328051567,-0.49277442693710327,-0.3691593110561371,-0.06768616288900375,-0.5681408047676086,-0.0963125005364418,-0.01133535336703062,-0.4971790313720703,-0.40755409002304077,-0.04373842477798462,-0.5636189579963684,-0.1038823351264,-0.041171446442604065,-0.52390056848526,-0.3958585262298584,-0.05507977679371834,-0.5752604007720947,-0.10846029967069626,0.001238035038113594,-0.5024193525314331,-0.36712726950645447,-0.06539927423000336,-0.5701813101768494,-0.0990138128399849,0.10435197502374649,-0.006195430643856525,0.03575166314840317,-0.10439523309469223,0.005859687924385071,-0.03527507558465004,0.17754602432250977,0.3846922814846039,0.08382545411586761,-0.11268597096204758,0.38987767696380615,-0.04857512190937996,0.19854459166526794,0.6609700918197632,0.3262174129486084,-0.16429097950458527,0.7362613081932068,-0.0007046302780508995,0.21181350946426392,0.702735960483551,0.34154805541038513,-0.1685008406639099,0.7829374670982361,-0.002581316279247403,0.29826968908309937,0.7802969217300415,0.2771054804325104,-0.15114820003509521,0.8720099925994873,-0.1235923245549202
1. left_temple_block_correct,-0.00213557668030262,-0.6416481137275696,-0.1996838003396988,0.003816036507487297,-0.6808403134346008,-0.18469539284706116,0.004125598818063736,-0.6811890006065369,-0.18381494283676147,0.003881881944835186,-0.681733250617981,-0.1841353178024292,-0.029836751520633698,-0.6746834516525269,-0.1835939586162567,-0.029426906257867813,-0.6754903197288513,-0.18454521894454956,-0.02978142723441124,-0.6766518950462341,-0.18391114473342896,0.049980901181697845,-0.6852699518203735,-0.071117103099823,-0.10405708104372025,-0.661679208278656,-0.08542351424694061,0.02017970383167267,-0.6239336729049683,-0.15876582264900208,-0.02541676163673401,-0.6158995628356934,-0.16220788657665253,0.14301703870296478,-0.5123159289360046,-0.029012346640229225,-0.14594346284866333,-0.5183634161949158,-0.07169365137815475,0.17858941853046417,-0.3913554549217224,-0.20156894624233246,-0.10082854330539703,-0.4907640516757965,-0.10592162609100342,0.026269538328051567,-0.49277442693710327,-0.3691593110561371,-0.06768616288900375,-0.5681408047676086,-0.0963125005364418,-0.01133535336703062,-0.4971790313720703,-0.40755409002304077,-0.04373842477798462,-0.5636189579963684,-0.1038823351264,-0.041171446442604065,-0.52390056848526,-0.3958585262298584,-0.05507977679371834,-0.5752604007720947,-0.10846029967069626,0.001238035038113594,-0.5024193525314331,-0.36712726950645447,-0.06539927423000336,-0.5701813101768494,-0.0990138128399849,0.10435197502374649,-0.006195430643856525,0.03575166314840317,-0.10439523309469223,0.005859687924385071,-0.03527507558465004,0.17754602432250977,0.3846922814846039,0.08382545411586761,-0.11268597096204758,0.38987767696380615,-0.04857512190937996,0.19854459166526794,0.6609700918197632,0.3262174129486084,-0.16429097950458527,0.7362613081932068,-0.0007046302780508995,0.21181350946426392,0.702735960483551,0.34154805541038513,-0.1685008406639099,0.7829374670982361,-0.002581316279247403,0.29826968908309937,0.7802969217300415,0.2771054804325104,-0.15114820003509521,0.8720099925994873,-0.1235923245549202
1. left_temple_block_correct,-0.16373132169246674,-0.6197267174720764,-0.1525467187166214,-0.1575935035943985,-0.661064088344574,-0.16919495165348053,-0.15698213875293732,-0.6615056395530701,-0.1684117317199707,-0.15737684071063995,-0.6616514325141907,-0.16815240681171417,-0.16821697354316711,-0.6598030924797058,-0.13966715335845947,-0.16798678040504456,-0.6605082154273987,-0.1404494345188141,-0.16819116473197937,-0.6618772745132446,-0.1397511214017868,-0.050586722791194916,-0.6702635288238525,-0.1792633831501007,-0.10873201489448547,-0.6741341948509216,-0.06551457941532135,-0.11579182744026184,-0.6045564413070679,-0.15464498102664948,-0.13306668400764465,-0.6031308770179749,-0.11940417438745499,0.09069004654884338,-0.5179933905601501,-0.21317532658576965,-0.14843668043613434,-0.5380735397338867,0.0038607195019721985,-0.06205059215426445,-0.43533214926719666,-0.3958912491798401,-0.4170190095901489,-0.5750231146812439,0.05252232402563095,-0.21810103952884674,-0.5021210312843323,-0.5354270935058594,-0.6352314352989197,-0.6208484768867493,-0.029927607625722885,-0.2552684247493744,-0.4866081476211548,-0.5731861591339111,-0.6852152347564697,-0.6249483823776245,-0.03930353745818138,-0.263642281293869,-0.5069559216499329,-0.5814316868782043,-0.6688348650932312,-0.6354455947875977,-0.0683782622218132,-0.23202210664749146,-0.5085642337799072,-0.5389124751091003,-0.6352558732032776,-0.6201260685920715,-0.05072920769453049,0.08323436975479126,0.011824239045381546,-0.07479638606309891,-0.08325551450252533,-0.01217630971223116,0.07582410424947739,0.09142528474330902,0.3988380432128906,-0.09054102003574371,-0.16920205950737,0.3549674451351166,0.2645008862018585,0.25895291566848755,0.7205552458763123,-0.05597580224275589,-0.1633310467004776,0.6709772348403931,0.4562479853630066,0.27545860409736633,0.764048159122467,-0.060405436903238297,-0.17267346382141113,0.715333878993988,0.4680030047893524,0.2098744660615921,0.8301703333854675,-0.1757451444864273,-0.29952624440193176,0.7659990191459656,0.417655885219574
1. left_temple_block_correct,-0.16373132169246674,-0.6197267174720764,-0.1525467187166214,-0.1575935035943985,-0.661064088344574,-0.16919495165348053,-0.15698213875293732,-0.6615056395530701,-0.1684117317199707,-0.15737684071063995,-0.6616514325141907,-0.16815240681171417,-0.16821697354316711,-0.6598030924797058,-0.13966715335845947,-0.16798678040504456,-0.6605082154273987,-0.1404494345188141,-0.16819116473197937,-0.6618772745132446,-0.1397511214017868,-0.050586722791194916,-0.6702635288238525,-0.1792633831501007,-0.10873201489448547,-0.6741341948509216,-0.06551457941532135,-0.11579182744026184,-0.6045564413070679,-0.15464498102664948,-0.13306668400764465,-0.6031308770179749,-0.11940417438745499,0.09069004654884338,-0.5179933905601501,-0.21317532658576965,-0.14843668043613434,-0.5380735397338867,0.0038607195019721985,-0.06205059215426445,-0.43533214926719666,-0.3958912491798401,-0.4170190095901489,-0.5750231146812439,0.05252232402563095,-0.21810103952884674,-0.5021210312843323,-0.5354270935058594,-0.6352314352989197,-0.6208484768867493,-0.029927607625722885,-0.2552684247493744,-0.4866081476211548,-0.5731861591339111,-0.6852152347564697,-0.6249483823776245,-0.03930353745818138,-0.263642281293869,-0.5069559216499329,-0.5814316868782043,-0.6688348650932312,-0.6354455947875977,-0.0683782622218132,-0.23202210664749146,-0.5085642337799072,-0.5389124751091003,-0.6352558732032776,-0.6201260685920715,-0.05072920769453049,0.08323436975479126,0.011824239045381546,-0.07479638606309891,-0.08325551450252533,-0.01217630971223116,0.07582410424947739,0.09142528474330902,0.3988380432128906,-0.09054102003574371,-0.16920205950737,0.3549674451351166,0.2645008862018585,0.25895291566848755,0.7205552458763123,-0.05597580224275589,-0.1633310467004776,0.6709772348403931,0.4562479853630066,0.27545860409736633,0.764048159122467,-0.060405436903238297,-0.17267346382141113,0.715333878993988,0.4680030047893524,0.2098744660615921,0.8301703333854675,-0.1757451444864273,-0.29952624440193176,0.7659990191459656,0.417655885219574
