class,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
crown_thrust_correct,0.02467251382768154,-0.6238291263580322,-0.2067272812128067,0.027372833341360092,-0.661553144454956,-0.19425402581691742,0.027972696349024773,-0.6620139479637146,-0.19371744990348816,0.027713622897863388,-0.6625223755836487,-0.19373157620429993,-0.0026711865793913603,-0.6578556299209595,-0.189207524061203,-0.002348249079659581,-0.6582046747207642,-0.19015328586101532,-0.0024559148587286472,-0.6596511602401733,-0.18919949233531952,0.08153319358825684,-0.6554790139198303,-0.09330236166715622,-0.05639858916401863,-0.6459097862243652,-0.09200014919042587,0.051897082477808,-0.6035338640213013,-0.16782253980636597,0.010645234026014805,-0.5985724925994873,-0.16572114825248718,0.16572631895542145,-0.4811439514160156,-0.06650721281766891,-0.10362763702869415,-0.5026639699935913,-0.047433480620384216,0.1343935877084732,-0.33762088418006897,-0.1870427280664444,-0.09526826441287994,-0.42687126994132996,-0.11090919375419617,-0.0070747630670666695,-0.43147873878479004,-0.29171255230903625,-0.08572405576705933,-0.4961478114128113,-0.20483405888080597,-0.04856095090508461,-0.4300626814365387,-0.31980618834495544,-0.06829167902469635,-0.4929037094116211,-0.22502370178699493,-0.06198049336671829,-0.46157723665237427,-0.3123934864997864,-0.07115259021520615,-0.508637547492981,-0.23030561208724976,-0.024625686928629875,-0.44337892532348633,-0.28828659653663635,-0.07818695902824402,-0.497647762298584,-0.21181686222553253,0.10691438615322113,0.006322002038359642,0.004419252276420593,-0.10677722096443176,-0.006404711399227381,-0.00300292344763875,0.19233277440071106,0.37017855048179626,-0.12197019904851913,-0.17870023846626282,0.3500939607620239,0.14883308112621307,0.28863540291786194,0.737247884273529,-0.12185204774141312,-0.2326527088880539,0.5634784698486328,0.472313791513443,0.30625268816947937,0.7821886539459229,-0.12553010880947113,-0.24234110116958618,0.6017242074012756,0.4989084303379059,0.3681526780128479,0.8373068571090698,-0.24433521926403046,-0.3030088245868683,0.6791784167289734,0.42571574449539185
crown_thrust_correct,0.05275726318359375,-0.6576579809188843,-0.19446919858455658,0.05238201841711998,-0.6958749890327454,-0.17398668825626373,0.0527847483754158,-0.6963714957237244,-0.17308565974235535,0.05236893519759178,-0.6969093680381775,-0.17345476150512695,0.018985353410243988,-0.6911308169364929,-0.1821446269750595,0.019411660730838776,-0.6919029951095581,-0.18311257660388947,0.019226564094424248,-0.6930606365203857,-0.18232937157154083,0.06890532374382019,-0.6897919178009033,-0.041801393032073975,-0.08133162558078766,-0.6728488206863403,-0.1003241240978241,0.06369589269161224,-0.6355230808258057,-0.14689280092716217,0.01981053128838539,-0.6288596391677856,-0.1620781570672989,0.16034674644470215,-0.5051572322845459,0.03693576157093048,-0.14803297817707062,-0.5115249752998352,-0.14422890543937683,0.2231990098953247,-0.36923450231552124,-0.1325157731771469,-0.0714765191078186,-0.445844829082489,-0.3511711061000824,0.08594097197055817,-0.44742509722709656,-0.3176604211330414,0.03316444903612137,-0.4832959473133087,-0.4610332250595093,0.03471516817808151,-0.45716869831085205,-0.3438824713230133,0.06811291724443436,-0.47698211669921875,-0.48789915442466736,0.014967378228902817,-0.4807077944278717,-0.3300063908100128,0.06453825533390045,-0.48634275794029236,-0.4754928946495056,0.0632154643535614,-0.4565959572792053,-0.3135439157485962,0.04056350141763687,-0.48265400528907776,-0.45780184864997864,0.10587549954652786,-0.0071033514104783535,0.05615116283297539,-0.1060681939125061,0.006420506630092859,-0.05509994924068451,0.13472582399845123,0.3678693473339081,0.1762424260377884,-0.11103833466768265,0.40472927689552307,-0.09441458433866501,0.1626559942960739,0.6183760762214661,0.43641990423202515,-0.1668357104063034,0.7594023942947388,-0.0816321149468422,0.1766040176153183,0.6576021313667297,0.45284244418144226,-0.1751670092344284,0.8038433790206909,-0.08788863569498062,0.26367658376693726,0.7269273996353149,0.3919636011123657,-0.19674335420131683,0.8758594393730164,-0.23023390769958496
crown_thrust_correct,0.17053622007369995,-0.6448521614074707,-0.06263075768947601,0.14428694546222687,-0.6757100820541382,-0.05687105655670166,0.14429514110088348,-0.675882875919342,-0.05584606155753136,0.1440054327249527,-0.676703155040741,-0.05515799671411514,0.1466410905122757,-0.6697921752929688,-0.08300219476222992,0.14725227653980255,-0.6708460450172424,-0.08332233875989914,0.14679217338562012,-0.671970009803772,-0.08290435373783112,0.05522289499640465,-0.6533612012863159,-0.0028525020461529493,0.06765430420637131,-0.6337038278579712,-0.13822686672210693,0.14153915643692017,-0.6182041764259338,-0.04042897745966911,0.14497686922550201,-0.6130978465080261,-0.07936519384384155,0.02981363981962204,-0.4903865456581116,0.10894069820642471,0.08676445484161377,-0.48762959241867065,-0.2264338880777359,0.08164940774440765,-0.4049338400363922,0.23083192110061646,0.2676030397415161,-0.44680243730545044,-0.267522394657135,0.22274015843868256,-0.352946400642395,0.2630731463432312,0.48827701807022095,-0.4488283693790436,-0.2131236493587494,0.2475740909576416,-0.32652977108955383,0.2681684195995331,0.5378977656364441,-0.44123971462249756,-0.22712448239326477,0.2522692084312439,-0.3450595438480377,0.2519390285015106,0.5390986204147339,-0.46105778217315674,-0.21966557204723358,0.22952547669410706,-0.34978508949279785,0.2543848156929016,0.5014802813529968,-0.45272296667099,-0.20754392445087433,0.04885726422071457,-0.0033556330017745495,0.10444092750549316,-0.04925374686717987,0.0032022062223404646,-0.10306094586849213,0.21769678592681885,0.2995806336402893,0.22275115549564362,-0.17323864996433258,0.3361513316631317,-0.16438253223896027,0.3024994134902954,0.606734573841095,0.32372403144836426,-0.4013849198818207,0.6619435548782349,-0.17024868726730347,0.3206748068332672,0.647979736328125,0.3257052004337311,-0.4274391233921051,0.7039676308631897,-0.1729736179113388,0.4421745240688324,0.6852623820304871,0.28717297315597534,-0.38215574622154236,0.8012953996658325,-0.26997241377830505
crown_thrust_correct,0.16533172130584717,-0.6466713547706604,-0.08086040616035461,0.13591262698173523,-0.6883524656295776,-0.0716058686375618,0.1362542062997818,-0.6886312961578369,-0.0706905797123909,0.13611359894275665,-0.6894494891166687,-0.07034054398536682,0.13428622484207153,-0.6791267395019531,-0.1037391722202301,0.13525408506393433,-0.6799253821372986,-0.10429119318723679,0.13493695855140686,-0.6812593936920166,-0.10401936620473862,0.02172301709651947,-0.6933401823043823,0.00369228795170784,0.0106983482837677,-0.6559292674064636,-0.1602550595998764,0.12682481110095978,-0.6265445351600647,-0.05311603471636772,0.12263699620962143,-0.6159753203392029,-0.09962458163499832,0.01217927411198616,-0.5184067487716675,0.12117405235767365,-0.0011592209339141846,-0.48023971915245056,-0.24210304021835327,0.1478276252746582,-0.4078921675682068,0.18874375522136688,0.20374439656734467,-0.3486659526824951,-0.24779589474201202,0.3638603389263153,-0.39606690406799316,0.12261060625314713,0.4319095313549042,-0.3595121502876282,-0.10269082337617874,0.4069128632545471,-0.3880491554737091,0.10570093244314194,0.4915728271007538,-0.35934075713157654,-0.1175135001540184,0.4134960174560547,-0.41046103835105896,0.08947879821062088,0.49294862151145935,-0.40115171670913696,-0.10761291533708572,0.37340185046195984,-0.3987523317337036,0.10921318829059601,0.44511154294013977,-0.37480294704437256,-0.09575764834880829,0.049470894038677216,-0.008868090808391571,0.10558044165372849,-0.049680400639772415,0.008212435990571976,-0.10412979125976562,0.18346691131591797,0.2634018063545227,0.34639275074005127,-0.12974651157855988,0.36689284443855286,-0.046699125319719315,0.32096946239471436,0.5212199091911316,0.5422869324684143,-0.2563762962818146,0.694820761680603,0.013844083063304424,0.35032811760902405,0.5594422221183777,0.5554921627044678,-0.2638989984989166,0.7381502389907837,0.012379332445561886,0.4951685965061188,0.5705963969230652,0.5476725697517395,-0.17628425359725952,0.7902899980545044,-0.08382903039455414
crown_thrust_correct,-0.1668291836977005,-0.6428706049919128,-0.009178433567285538,-0.15273505449295044,-0.6773414015769958,-0.02299424260854721,-0.15240849554538727,-0.6777514219284058,-0.02239927276968956,-0.1526731699705124,-0.678124725818634,-0.0218834038823843,-0.15789012610912323,-0.6770135760307312,0.008231047540903091,-0.15785476565361023,-0.6779839992523193,0.007621223106980324,-0.1580042541027069,-0.679095447063446,0.00811130739748478,-0.05440809577703476,-0.646561324596405,-0.045976996421813965,-0.08350328356027603,-0.6568378210067749,0.07154794782400131,-0.12853363156318665,-0.6115986108779907,-0.016433287411928177,-0.13704591989517212,-0.6119009256362915,0.02005886286497116,-0.0038082487881183624,-0.4737601578235626,-0.12234655767679214,-0.11320827156305313,-0.4834684431552887,0.15180611610412598,-0.17320279777050018,-0.3813728094100952,-0.2516472339630127,-0.3628326654434204,-0.4014200270175934,0.17564794421195984,-0.2636192739009857,-0.42938199639320374,-0.3399328589439392,-0.5798236131668091,-0.4054536819458008,0.06783901154994965,-0.2832540273666382,-0.42217400670051575,-0.3801262676715851,-0.6277245283126831,-0.4077967405319214,0.058155447244644165,-0.28730738162994385,-0.4389673173427582,-0.38664230704307556,-0.6179634928703308,-0.42498302459716797,0.032759033143520355,-0.26993343234062195,-0.433248370885849,-0.3443324565887451,-0.5801634788513184,-0.407988578081131,0.049822427332401276,0.022874444723129272,0.0006799215916544199,-0.09331859648227692,-0.023015212267637253,-0.0010455867741256952,0.0943971648812294,-0.24988193809986115,0.32648730278015137,-0.20971810817718506,0.028692644089460373,0.320595920085907,0.20222888886928558,-0.31543123722076416,0.6752075552940369,-0.30998146533966064,0.30858778953552246,0.6158043146133423,0.27012190222740173,-0.3236200511455536,0.7171633243560791,-0.3234844505786896,0.3316531479358673,0.6548519134521484,0.2723197340965271,-0.4363144338130951,0.7220359444618225,-0.4020814001560211,0.27494576573371887,0.7261905074119568,0.2705203890800476
crown_thrust_front_faced_incorrect,0.06113526597619057,-0.6788643002510071,-0.12883150577545166,0.06350136548280716,-0.7145874500274658,-0.10957540571689606,0.0640006810426712,-0.714873731136322,-0.10886324942111969,0.06376199424266815,-0.7152385711669922,-0.10903923213481903,0.03388617932796478,-0.7125320434570312,-0.11864002794027328,0.03423956409096718,-0.7133541703224182,-0.11957252770662308,0.03399638086557388,-0.7144783735275269,-0.1186225637793541,0.0768178403377533,-0.6987363696098328,0.013581270352005959,-0.06065739691257477,-0.6939764618873596,-0.048294298350811005,0.06675530225038528,-0.6523988246917725,-0.08393125236034393,0.026752719655632973,-0.6492286920547485,-0.10054486244916916,0.15193378925323486,-0.5039381384849548,0.06267857551574707,-0.13865144550800323,-0.5394145846366882,-0.06717367470264435,0.1561790257692337,-0.37488338351249695,-0.07978398352861404,-0.10224883258342743,-0.45561134815216064,-0.24286390841007233,-0.007976816967129707,-0.4068302810192108,-0.23757317662239075,0.0038620929699391127,-0.409897118806839,-0.34661805629730225,-0.0635208785533905,-0.3905390202999115,-0.2651856243610382,0.03590011224150658,-0.36771929264068604,-0.37236034870147705,-0.07608728110790253,-0.4122520387172699,-0.2597894072532654,0.04791202396154404,-0.36779195070266724,-0.36313289403915405,-0.028394347056746483,-0.41278377175331116,-0.23631355166435242,0.016754023730754852,-0.398568332195282,-0.344696581363678,0.10531235486268997,-0.0011722727213054895,0.036076873540878296,-0.10558956861495972,0.0007848858367651701,-0.03534485772252083,0.14219523966312408,0.41800451278686523,0.05973285809159279,-0.1070147454738617,0.4046739935874939,-0.004080954007804394,0.2022557407617569,0.7495899796485901,0.19948476552963257,-0.13671942055225372,0.7575995922088623,0.12277903407812119,0.2158522605895996,0.7938751578330994,0.20294103026390076,-0.145340695977211,0.8028018474578857,0.12676826119422913,0.2925430238246918,0.8445411324501038,0.08810178190469742,-0.20457231998443604,0.8540956377983093,7.554437615908682e-05
crown_thrust_front_faced_incorrect,-0.040495865046978,-0.671637773513794,-0.20707839727401733,-0.044341184198856354,-0.7091999053955078,-0.18767215311527252,-0.04368576034903526,-0.7099445462226868,-0.18699069321155548,-0.04386931285262108,-0.7102784514427185,-0.18698236346244812,-0.07783554494380951,-0.6983951926231384,-0.19346366822719574,-0.07739276438951492,-0.6988705396652222,-0.19417880475521088,-0.07766488194465637,-0.7000260353088379,-0.1938735693693161,-0.010383937507867813,-0.7122653722763062,-0.05698614567518234,-0.16313035786151886,-0.6698995232582092,-0.10125113278627396,-0.02221960946917534,-0.655501663684845,-0.1591002494096756,-0.06677347421646118,-0.6407765746116638,-0.1702229529619217,0.09743887186050415,-0.5427449345588684,-0.022477004677057266,-0.20278817415237427,-0.5142545104026794,-0.14562010765075684,0.09987661987543106,-0.44514200091362,-0.2646426558494568,-0.12270526587963104,-0.4873730540275574,-0.4331666827201843,-0.0044319406151771545,-0.4439331591129303,-0.4975530803203583,-0.06992562115192413,-0.4760909676551819,-0.635509192943573,-0.035820312798023224,-0.41770896315574646,-0.5421684980392456,-0.04974973946809769,-0.4448728561401367,-0.6848230361938477,-0.06149040162563324,-0.42443642020225525,-0.5455527305603027,-0.04100664705038071,-0.4446605443954468,-0.675991952419281,-0.026102686300873756,-0.4402167499065399,-0.5044304132461548,-0.05821935087442398,-0.46605706214904785,-0.6417213678359985,0.10588385909795761,-0.008938520215451717,0.043292924761772156,-0.10544143617153168,0.008590549230575562,-0.04202389717102051,0.17637446522712708,0.39731672406196594,0.061722733080387115,-0.12460995465517044,0.38918739557266235,-0.034281354397535324,0.2874451279640198,0.7087270021438599,0.19491185247898102,-0.15491032600402832,0.7353473901748657,0.06733819842338562,0.30958253145217896,0.7508183717727661,0.19703029096126556,-0.15971076488494873,0.7796300053596497,0.06887800246477127,0.40209898352622986,0.7997430562973022,0.09592597186565399,-0.17503103613853455,0.8528954982757568,-0.04944444075226784
crown_thrust_front_faced_incorrect,0.02778235450387001,-0.6379613280296326,-0.13328978419303894,0.034286774694919586,-0.6742780804634094,-0.11430846154689789,0.034877412021160126,-0.6746249794960022,-0.11357063800096512,0.03476281464099884,-0.6750552654266357,-0.11372935026884079,0.0015359967947006226,-0.6737335920333862,-0.12077996879816055,0.00202072411775589,-0.6743728518486023,-0.1216667890548706,0.0018110349774360657,-0.675586462020874,-0.12086514383554459,0.06064176559448242,-0.6673453450202942,0.011212149634957314,-0.08760011196136475,-0.6673096418380737,-0.036729846149683,0.038122065365314484,-0.6158092021942139,-0.08683066815137863,-0.005305774509906769,-0.613879919052124,-0.09903591871261597,0.13553082942962646,-0.4843011796474457,0.05792248249053955,-0.15944336354732513,-0.5215652585029602,-0.05180906504392624,0.14246532320976257,-0.3463849425315857,-0.10748168081045151,-0.15400469303131104,-0.4403500258922577,-0.27243587374687195,-0.014494255185127258,-0.3683059513568878,-0.2872470021247864,-0.12843471765518188,-0.42258867621421814,-0.4795210659503937,-0.0720573291182518,-0.35290390253067017,-0.3209843933582306,-0.1226573958992958,-0.3983062207698822,-0.526868462562561,-0.08851565420627594,-0.37747013568878174,-0.32300668954849243,-0.1194099709391594,-0.3983341157436371,-0.5141555070877075,-0.03623241186141968,-0.3758329451084137,-0.28953817486763,-0.12277041375637054,-0.41358819603919983,-0.4815100431442261,0.10315243899822235,0.001118735410273075,0.040338411927223206,-0.10288278758525848,-0.0014888751320540905,-0.039511311799287796,0.14690467715263367,0.4232005476951599,0.05058807134628296,-0.14315122365951538,0.3977154791355133,-0.0487046018242836,0.2469796985387802,0.7531655430793762,0.19217823445796967,-0.2202835977077484,0.7602424025535583,0.041790854185819626,0.265696257352829,0.7984815239906311,0.1957264542579651,-0.23124638199806213,0.8059079647064209,0.0430353507399559,0.34887251257896423,0.8454630970954895,0.08933497220277786,-0.254466712474823,0.863533079624176,-0.08930923044681549
crown_thrust_left_faced_incorrect,0.12045088410377502,-0.6181816458702087,0.07164247334003448,0.09002193808555603,-0.6530452966690063,0.0677604079246521,0.0903211236000061,-0.6529956459999084,0.06841623783111572,0.08987636864185333,-0.6536768674850464,0.06844206899404526,0.10823804140090942,-0.6499994397163391,0.03991856053471565,0.10882250964641571,-0.6508283019065857,0.039315685629844666,0.10848456621170044,-0.6520299315452576,0.03934376314282417,-0.028616391122341156,-0.6449871063232422,0.07104332000017166,0.044516149908304214,-0.6360437870025635,-0.06654786318540573,0.07712458819150925,-0.5953750610351562,0.0753856748342514,0.09773008525371552,-0.592640221118927,0.035350337624549866,-0.07579688727855682,-0.474677711725235,0.13858437538146973,0.07737180590629578,-0.49096962809562683,-0.17681366205215454,0.06795454025268555,-0.3825954496860504,0.17908307909965515,0.3193854093551636,-0.3886282444000244,-0.16651581227779388,0.31417351961135864,-0.3460555374622345,0.14561590552330017,0.5187481641769409,-0.324346125125885,0.007208364550024271,0.37008005380630493,-0.3282879889011383,0.13983260095119476,0.5767218470573425,-0.2974449694156647,0.010655185207724571,0.38754239678382874,-0.3391784727573395,0.13262939453125,0.5802126526832581,-0.3243781328201294,0.015117194503545761,0.3334377408027649,-0.3412824869155884,0.1376187950372696,0.5322889089584351,-0.32713377475738525,0.014644753187894821,-0.0017868690192699432,0.005085303448140621,0.105894073843956,0.0011419174261391163,-0.005668614991009235,-0.10496305674314499,-0.016416985541582108,0.3727211356163025,0.2755891680717468,-0.00026857107877731323,0.37018099427223206,-0.009249387308955193,-0.0031475797295570374,0.674248218536377,0.4149536192417145,-0.0023874863982200623,0.7130932807922363,0.07871249318122864,0.014032986015081406,0.7156199812889099,0.4245084822177887,0.003904871642589569,0.7567153573036194,0.08223023265600204,0.14547032117843628,0.7163569927215576,0.41787752509117126,0.12189870327711105,0.7507473826408386,-0.0010097598424181342
crown_thrust_left_faced_incorrect,0.06822150945663452,-0.6224130392074585,-0.09562709927558899,0.04396728798747063,-0.6606982350349426,-0.0913558080792427,0.04424479603767395,-0.6609617471694946,-0.09091424196958542,0.043741900473833084,-0.6616994142532349,-0.09050354361534119,0.03992126137018204,-0.6546548008918762,-0.11839884519577026,0.040606092661619186,-0.6556401252746582,-0.11894778162240982,0.040080148726701736,-0.6567803025245667,-0.11878584325313568,-0.04752841591835022,-0.6615064740180969,-0.014394039288163185,-0.06876786053180695,-0.639973521232605,-0.1562514454126358,0.036556776612997055,-0.6028382182121277,-0.063529834151268,0.029782669618725777,-0.5960617065429688,-0.10325343906879425,-0.03466550633311272,-0.5113741755485535,0.10072968900203705,-0.0657643973827362,-0.4951903223991394,-0.21930156648159027,0.1369798481464386,-0.4509178698062897,0.15358929336071014,0.16994115710258484,-0.44080397486686707,-0.2672257125377655,0.40103021264076233,-0.4516601264476776,0.0936719998717308,0.4315272271633148,-0.4266865849494934,-0.21653278172016144,0.4615281820297241,-0.4535762071609497,0.08587512373924255,0.4944903552532196,-0.4155104160308838,-0.2393280565738678,0.47472435235977173,-0.46047183871269226,0.06009788438677788,0.5009884834289551,-0.44837161898612976,-0.23322272300720215,0.4192224442958832,-0.4492717683315277,0.07972299307584763,0.451572060585022,-0.43491384387016296,-0.213312029838562,0.03694678470492363,-0.009822745807468891,0.10376527905464172,-0.03764162212610245,0.009362876415252686,-0.10251976549625397,0.015137596055865288,0.37701061367988586,0.25069937109947205,-0.007015703245997429,0.38485145568847656,-0.05394402891397476,0.004806892946362495,0.688719630241394,0.38998791575431824,-0.06386439502239227,0.7204422354698181,0.03691327944397926,0.015364279970526695,0.7298433184623718,0.3967908024787903,-0.06872646510601044,0.7628040313720703,0.0390920490026474,0.11993240565061569,0.75118088722229,0.3530910611152649,0.022917622700333595,0.7846693396568298,-0.06008361279964447
